StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q17,Q1,Q2,Q2_4_TEXT,Q4,Q5,Q5_6_TEXT,Q6,Q7,Q8,Q14_1,Q14_2,Q14_3,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13_1,Q13_2,Q13_3,Q11,Q19,Stimuli_DO
2022-11-15 22:19:08,2022-11-15 22:22:32,IP Address,72.33.2.251,100,203,True,2022-11-15 22:22:32,R_eD5sdqzkS5riam5,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,0,Yes,Yes,No,Yes,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,"Heliograf, the Williamsburg Gazette's AI journalist","Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-16 10:10:45,2022-11-16 10:16:43,IP Address,72.33.2.161,100,357,True,2022-11-16 10:16:43,R_3LcJppf3rHxTzmz,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,Bachelors or 4 yr equivalent,1-2,No,Yes,Not Sure,Yes,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,"Heliograf, the Williamsburg Gazette's AI journalist","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-16 14:27:45,2022-11-16 14:32:16,IP Address,72.33.2.236,100,271,True,2022-11-16 14:32:18,R_3O2FQg3b7FCxpzf,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,1-2,No,No,No,Yes,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-16 20:34:18,2022-11-16 20:37:36,IP Address,50.93.222.64,100,197,True,2022-11-16 20:37:37,R_6sMzOuCAsFML5RL,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,Not Sure,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-16 20:32:16,2022-11-16 20:37:48,IP Address,147.219.205.57,100,331,True,2022-11-16 20:37:48,R_CePEDSZM0wrxenf,,,,,43.1205,-89.3523,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,Bachelors or 4 yr equivalent,3+,Yes,Yes,Yes,Yes,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,"Heliograf, the Williamsburg Gazette's AI journalist","Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-16 20:35:01,2022-11-16 20:38:24,IP Address,72.33.2.98,100,202,True,2022-11-16 20:38:24,R_3sb3FPJwdn7BnKZ,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,Not Sure,Not Sure,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-16 20:32:21,2022-11-16 20:38:34,IP Address,198.232.126.104,100,372,True,2022-11-16 20:38:35,R_3Ky035GP6lOlkTs,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,1-2,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-16 20:40:52,2022-11-16 20:44:04,IP Address,68.113.249.232,100,191,True,2022-11-16 20:44:04,R_27B8wh3IY6ZwQMT,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-16 20:57:05,2022-11-16 20:59:25,IP Address,131.93.247.128,100,139,True,2022-11-16 20:59:25,R_1qalLVMTeraBi9g,,,,,43.0344,-89.5007,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,Bachelors or 4 yr equivalent,3+,Yes,Yes,No,No,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-16 22:25:18,2022-11-16 22:33:26,IP Address,198.232.126.112,100,487,True,2022-11-16 22:33:26,R_3nfmjbhW2XhKjOZ,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,"Heliograf, the Williamsburg Gazette's AI journalist","Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 08:26:44,2022-11-17 08:33:46,IP Address,72.33.2.224,100,421,True,2022-11-17 08:33:46,R_2bZRqaqhLtWk3pT,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,Yes,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-17 08:25:48,2022-11-17 08:33:50,IP Address,172.220.6.191,100,482,True,2022-11-17 08:33:51,R_vMQfxN4YPrQktRT,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,0,Yes,Yes,No,Not Sure,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-17 08:31:03,2022-11-17 08:43:45,IP Address,72.33.2.190,100,762,True,2022-11-17 08:43:46,R_vksI2CnZuDd8VAR,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,Yes,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-17 08:46:09,2022-11-17 08:51:20,IP Address,72.33.2.130,100,310,True,2022-11-17 08:51:20,R_2DTwY21GYTBGcy2,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,0,Yes,Yes,Not Sure,Yes,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,"Heliograf, the Williamsburg Gazette's AI journalist","No, LSC 560 and all other participants",AI-stimulus
2022-11-17 09:09:27,2022-11-17 09:11:30,IP Address,72.33.0.81,100,123,True,2022-11-17 09:11:31,R_tG4JnZ9haXdz08V,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,"Asian,White",,High school or GED,3+,No,No,No,No,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 09:09:03,2022-11-17 09:12:57,IP Address,72.33.2.155,100,234,True,2022-11-17 09:12:59,R_1isuD50nfAmHV3E,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,3+,Yes,Not Sure,No,No,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 09:10:13,2022-11-17 09:13:58,IP Address,68.112.185.46,100,224,True,2022-11-17 09:13:58,R_30dZklo4qcssCKj,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Non-binary / third gender,,No,White,,High school or GED,0,Yes,No,No,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-17 09:11:09,2022-11-17 09:14:49,IP Address,72.33.2.168,100,220,True,2022-11-17 09:14:50,R_3JJVEIPgumt7IG7,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,1-2,Yes,Yes,No,No,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 09:09:17,2022-11-17 09:16:01,IP Address,75.6.177.139,100,404,True,2022-11-17 09:16:01,R_1QEDqQZBfrt0a9k,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,Asian,,High school or GED,1-2,Yes,Yes,Not Sure,No,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 09:38:56,2022-11-17 09:42:35,IP Address,72.33.2.62,100,219,True,2022-11-17 09:42:36,R_1JQKckjHcUsIHtl,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,Bachelors or 4 yr equivalent,1-2,Yes,Yes,No,No,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 09:54:34,2022-11-17 10:09:08,IP Address,72.33.2.113,100,873,True,2022-11-17 10:09:09,R_2WCKlNCbS9hgMUx,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,Yes,,,High school or GED,1-2,Yes,Yes,No,No,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-17 10:07:13,2022-11-17 10:10:59,IP Address,72.33.2.104,100,226,True,2022-11-17 10:11:00,R_3QLTSI2jrOzGHJA,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,High school or GED,0,No,Yes,Yes,Yes,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-17 10:11:43,2022-11-17 10:16:41,IP Address,72.33.2.21,100,298,True,2022-11-17 10:16:42,R_DDkOZ2620zVYOL7,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,Yes,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-10 10:53:47,2022-11-10 10:54:31,IP Address,184.105.52.169,48,43,False,2022-11-17 10:55:04,R_A59eLfqssQUIjrb,,,,,,,anonymous,EN,"Yes, I agree",25-34,Man,,No,White,,Bachelors or 4 yr equivalent,1-2,Yes,Yes,No,No,,,,,,,,,,,,,,,,AI-stimulus
2022-11-17 10:50:43,2022-11-17 10:57:14,IP Address,72.33.2.171,100,391,True,2022-11-17 10:57:14,R_4HJUCpyTfXyNS4V,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,"American Indian or Alaska Native; ",,High school or GED,1-2,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-17 11:01:32,2022-11-17 11:04:33,IP Address,172.220.73.112,100,180,True,2022-11-17 11:04:33,R_1msjNxXwZyi7QWk,,,,,43.1205,-89.3523,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,High school or GED,0,Yes,Yes,No,Yes,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-10 11:06:04,2022-11-10 11:06:35,IP Address,104.55.43.155,67,31,False,2022-11-17 11:07:42,R_1Q6JF1568oha4m7,,,,,,,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,Bachelors or 4 yr equivalent,1-2,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,QID22
2022-11-10 11:04:59,2022-11-10 11:05:36,IP Address,104.55.43.155,33,37,False,2022-11-17 11:09:25,R_2XoFIkcqxtFXD8l,,,,,,,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,Masters,,,,,,,,,,,,,,,,,,,,,
2022-11-17 11:18:10,2022-11-17 11:20:41,IP Address,72.33.2.121,100,151,True,2022-11-17 11:20:42,R_3h9DK6SkouVYMsm,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,1-2,Yes,Yes,Yes,Yes,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-10 11:20:22,2022-11-10 11:26:04,IP Address,104.55.43.155,68,341,False,2022-11-17 11:26:06,R_DkEUv0As2UXtG2l,,,,,,,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,Bachelors or 4 yr equivalent,1-2,Yes,Yes,Yes,No,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,,,,,,,,,,,Human-stimulus
2022-11-17 11:50:30,2022-11-17 11:52:38,IP Address,72.33.2.85,100,128,True,2022-11-17 11:52:39,R_3n2gZHEIePsurN1,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,High school or GED,0,Yes,Yes,Not Sure,Yes,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 11:48:57,2022-11-17 11:52:42,IP Address,68.185.162.131,100,224,True,2022-11-17 11:52:42,R_pozg5PicH0XdwRz,,,,,43.0684,-89.4293,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,0,Yes,No,No,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-17 13:15:52,2022-11-17 13:19:31,IP Address,72.33.2.250,100,218,True,2022-11-17 13:19:31,R_3HXE6SfDFAQ3JG4,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,0,Yes,No,No,No,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 13:21:16,2022-11-17 13:23:52,IP Address,72.33.2.126,100,155,True,2022-11-17 13:23:52,R_1Q3f1Yb3PCOG8il,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,No,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,"Heliograf, the Williamsburg Gazette's AI journalist","Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 13:04:04,2022-11-17 13:23:53,IP Address,72.33.2.105,100,1189,True,2022-11-17 13:23:54,R_bau6fjpJsSbUhmV,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,No,No,No,No,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 13:24:48,2022-11-17 13:27:07,IP Address,72.33.2.183,100,138,True,2022-11-17 13:27:07,R_2VedETT3G3cOj0U,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,Yes,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-17 13:48:53,2022-11-17 13:51:41,IP Address,198.232.126.101,100,168,True,2022-11-17 13:51:42,R_3gbZRKKQdkdMW6l,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,Yes,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 13:52:36,2022-11-17 13:54:30,IP Address,72.33.2.102,100,114,True,2022-11-17 13:54:31,R_25uVa5CaXY04coj,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,"Asian,White",,High school or GED,0,Yes,Yes,No,Yes,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 14:01:26,2022-11-17 14:06:02,IP Address,72.33.2.103,100,276,True,2022-11-17 14:06:02,R_3jv7GxnaFzR0W1H,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,Not Sure,Yes,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,"Heliograf, the Williamsburg Gazette's AI journalist","Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 15:32:33,2022-11-17 15:40:43,IP Address,107.115.239.134,100,489,True,2022-11-17 15:40:43,R_3OkRsvC2IKvkyMV,,,,,39.7388,-104.9868,anonymous,EN,"Yes, I agree",35-44,Woman,,No,Asian,,Masters,1-2,Yes,Yes,No,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-10 15:42:54,2022-11-10 15:43:39,IP Address,98.61.186.225,53,45,False,2022-11-17 15:43:40,R_27wlafrh2Ly5KFq,,,,,,,anonymous,EN,"Yes, I agree",25-34,Man,,No,White,,Bachelors or 4 yr equivalent,1-2,Yes,Yes,No,No,,,,,,,,,,,,,,,,Human-stimulus
2022-11-17 15:55:39,2022-11-17 15:58:26,IP Address,154.6.85.10,100,166,True,2022-11-17 15:58:26,R_1jDvbAHjQWDWqwa,,,,,39.7684,-86.158,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,0,Yes,No,No,No,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-17 15:58:54,2022-11-17 16:00:55,IP Address,172.56.13.18,100,121,True,2022-11-17 16:00:56,R_3OlF7xKTztCPsVX,,,,,37.751,-97.822,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,No,Not Sure,Not Sure,Not Sure,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-16 20:36:47,2022-11-17 16:43:20,IP Address,65.195.243.194,100,72393,True,2022-11-17 16:43:21,R_2dfQ3BTZZwQtHTd,,,,,43.067,-87.9682,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,0,Yes,Yes,No,Yes,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,I do not remember,"No, LSC 560 and all other participants",AI-stimulus
2022-11-17 17:00:32,2022-11-17 17:06:04,IP Address,174.192.141.193,100,331,True,2022-11-17 17:06:04,R_09C9iqjarGjJtYZ,,,,,42.1212,-87.8405,anonymous,EN,"Yes, I agree",18-24,Woman,,No,Asian,,High school or GED,0,Yes,Yes,No,No,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
